# Shadow tomography log started 2020-01-30 12:18:30
# Dimension = 32
# True state = (-0.04253849  0.06026821 -0.11189757  0.12480997  0.11420122  0.08507518  0.03483992 -0.06958561 -0.02387117  0.31656915 -0.01901664  0.24493499  0.14841320 -0.01453716 -0.04509974 -0.11346489 -0.11893803  0.06505946  0.08099915 -0.11042199 -0.00411617 -0.36350052 -0.28820120 -0.10332123  0.22114837  0.12355172 -0.04220527 -0.01048672 -0.00556871 -0.08898689 -0.04336205 -0.19881504 -0.05524026 -0.12070405  0.07842430 -0.00858368 -0.08455496  0.12185433 -0.19725007  0.05794396 -0.04262981  0.11087326  0.02171164 -0.06994538  0.14488513 -0.07044524  0.01835244 -0.06047994 -0.13057125  0.02144598  0.15899372  0.07499059  0.08441177 -0.09387125  0.15260157  0.01654506  0.15789416  0.06631318  0.03489070  0.10071068  0.01880188 -0.03118708 -0.14003723 -0.27628668)
# N        C              re0         im0         re1         im1         re2         im2         re3         im3         re4         im4         re5         im5         re6         im6         re7         im7         re8         im8         re9         im9        re10        im10        re11        im11        re12        im12        re13        im13        re14        im14        re15        im15        re16        im16        re17        im17        re18        im18        re19        im19        re20        im20        re21        im21        re22        im22        re23        im23        re24        im24        re25        im25        re26        im26        re27        im27        re28        im28        re29        im29        re30        im30        re31        im31
  10499092 2015   -0.09331467 -0.18369935 -0.10161449  0.15437989  0.08312218  0.07582944 -0.03382389 -0.24016144  0.14288697  0.02875371  0.00024427 -0.00472695 -0.03746943 -0.23136250 -0.21741699 -0.25040469  0.24119081 -0.19216757 -0.05738736 -0.16978368  0.16341525 -0.23693809 -0.06757500  0.06034522 -0.10928758  0.02142222  0.03030147  0.09133088  0.06178695  0.13012645  0.14748999  0.01891238  0.07277811  0.03214249  0.02898269  0.06395885  0.00592525 -0.16802872 -0.06660007  0.03515348  0.00781812 -0.15181911  0.05631456  0.00994039 -0.07961007 -0.16089299 -0.04583137 -0.05799277  0.06590240 -0.08860293  0.07136753 -0.12217251  0.21270441 -0.06343617 -0.02873782  0.06773613  0.25182350 -0.11083877 -0.15925795  0.00493409  0.28440770  0.05511402 -0.01640511 -0.03864824
  10500615 1523    0.14837113  0.13614708  0.12156518  0.01742789  0.05756875 -0.06144352 -0.09171250 -0.03392529  0.10748623 -0.06341044  0.14440210  0.07117728 -0.15648234  0.20626062  0.14134240  0.17084621 -0.02225212  0.07807356  0.04570523  0.20370108 -0.05213993  0.01721262 -0.31229300 -0.09450497 -0.13536864  0.09220522 -0.04718880 -0.11018556 -0.13689931 -0.11099394 -0.09616299  0.07813460  0.05910699 -0.22446693  0.00088756  0.06069007  0.05276956  0.23320107 -0.06746696  0.18292675  0.12693774  0.32591917  0.12250225  0.24717789  0.18727660 -0.02636431  0.04572709 -0.08892003 -0.07566518  0.10185781  0.11554886 -0.08272029 -0.03051438 -0.08408859 -0.00214502 -0.02628726  0.03217233  0.00383149 -0.09436904 -0.15711976  0.05234709  0.16643949  0.12277983 -0.02593478
  10505966 5351   -0.00133184 -0.09326217  0.11232003 -0.11966047  0.14909707 -0.01454375  0.00771599 -0.22183303  0.00924775  0.00924664 -0.16895829 -0.05827012  0.12968154  0.07443741 -0.20508780 -0.11334383 -0.18814512  0.11617153  0.11310186  0.10960715 -0.12131954  0.04387370 -0.08988121  0.26749942  0.05747771  0.22119462 -0.06248191 -0.11760935 -0.02054736  0.16172501 -0.01806739 -0.04896090 -0.14979470  0.12247414 -0.13117987  0.10013910 -0.02014227  0.18889997 -0.10521550  0.10455514 -0.16157456  0.04916100  0.03673386  0.15551142 -0.09846601  0.06980142  0.02410930  0.00460572 -0.05937184 -0.16851624  0.05534470  0.29704133  0.05796903  0.04207685  0.13244170  0.17844438  0.13187976 -0.05827491  0.13142138 -0.21290566  0.12467739 -0.16754062 -0.11442336  0.06487808
  10510170 4204    0.13839715 -0.08716996  0.18461235  0.02182677  0.03234082 -0.09548049  0.09260035  0.04994243  0.14791997 -0.12950529 -0.00155162  0.10154910  0.14117369  0.15758958  0.08439973 -0.02790270 -0.08137473 -0.12379795  0.13022732  0.03172202  0.31700610 -0.06404223  0.15683002 -0.16027877 -0.10375613  0.06876311 -0.07767588 -0.08800471 -0.07408904  0.04088214 -0.10650048 -0.05962655  0.05279573  0.28589043 -0.06224346  0.07414994 -0.16838218  0.16127984  0.17549775  0.00894294 -0.03661449  0.11109217 -0.01432581 -0.15018816 -0.11022780  0.24205184 -0.09557630  0.11295016 -0.09149147  0.11887419  0.11502944  0.19831030 -0.08617733  0.08712765 -0.16359768 -0.19284290  0.11229999 -0.06913215 -0.08671711  0.21595296  0.03330236  0.06096373  0.00312670 -0.17628951
  10512449 2279    0.34149363  0.16881315 -0.10191690 -0.02077519 -0.06249266  0.11240818 -0.04709096  0.16813755  0.20511961 -0.14120294  0.04698063  0.15707217 -0.09453466  0.08706259  0.17788067 -0.02577884 -0.19843517  0.03610429 -0.05694553 -0.03896671  0.06807349  0.08985042 -0.03990772  0.31367681  0.05602705 -0.07051769 -0.25137347  0.09362005  0.02818933  0.01666580  0.03892599 -0.02615205  0.15064448  0.24300887 -0.03617506 -0.14843039  0.09909292 -0.09794802  0.02301076 -0.08156297 -0.07612825 -0.02179378 -0.14218522  0.03628901  0.01830491 -0.04716456  0.05349004  0.11711276  0.09573428 -0.02418304 -0.00297205  0.02303666  0.15038168  0.06905225 -0.24248293  0.05779048 -0.03174716  0.01643097  0.16090029 -0.26293767 -0.07605534 -0.03799353  0.18125710  0.05508579
  10522804 10355  -0.03874899 -0.16509260 -0.01559893 -0.07393661 -0.23102368  0.09749461  0.00915575  0.05761948  0.06524803 -0.04864881 -0.13110918  0.14508625  0.02924809  0.00974926 -0.02643909  0.02710547 -0.15421235 -0.05448161  0.11749102  0.09930871 -0.16698003  0.06979694 -0.09768295 -0.01439576 -0.08472919 -0.14115939 -0.04789813  0.12245873  0.04799442  0.00909228 -0.08605621  0.01494574 -0.05251380 -0.09897977  0.25499307  0.08986505 -0.17109674  0.22056725 -0.00607314 -0.07690220 -0.04474430 -0.06427337 -0.07915494  0.13106369  0.03974728 -0.01808188 -0.14720274  0.38707285  0.06179003  0.00344926 -0.30477318  0.03144699  0.05406719  0.03765113  0.13226182  0.01755198 -0.15419862 -0.24123038 -0.33523124 -0.00918920 -0.06099438 -0.04909915  0.10790647 -0.01069073
  10523020 216    -0.08287237 -0.25440687  0.17088934  0.06264636  0.16106153  0.19489186 -0.14491856  0.18624529 -0.04461201 -0.05865571 -0.07048436  0.04174927 -0.19997656  0.37977171 -0.08007680 -0.00087500 -0.12216281  0.00917623  0.04926540  0.05080836  0.04733316  0.02018803  0.03755361 -0.05986381  0.23934105 -0.12320852  0.26902060 -0.08789490  0.04402972 -0.00021452 -0.06465040  0.22435174 -0.05287344  0.06198796 -0.13358666 -0.00632937  0.02267125  0.02740449  0.02315013 -0.06604558  0.21545476 -0.08424292 -0.04253907 -0.09991787  0.20763081 -0.01905737 -0.11431701  0.07639691 -0.01595848  0.07498545  0.02351280  0.08378583 -0.05071935 -0.03572032 -0.03722885 -0.01732506 -0.14971285  0.13212122  0.07974002 -0.12676210 -0.15532518 -0.02908572 -0.17241841  0.20461371
  10524010 990    -0.11836068  0.07858997 -0.04228919 -0.07061729 -0.02765877 -0.05766385  0.18277052  0.11534776 -0.12793805 -0.34328403 -0.09553303  0.07411624 -0.07340990 -0.15832649 -0.04664738 -0.01292746  0.11825056  0.05919309 -0.16600746  0.03659558  0.20195450  0.11852209 -0.16520626 -0.10937577 -0.11492847 -0.14203108 -0.05969399  0.28746042 -0.03294733 -0.05288537  0.20263016  0.02001655 -0.24003838  0.03663330 -0.10778081  0.00755079  0.01218191  0.03514394 -0.14091660  0.08709155  0.29987861  0.13499741 -0.11711521 -0.09808538 -0.08459963  0.02999081 -0.18828503  0.06992856 -0.17458709  0.00248099  0.08951603  0.15569559  0.09289891  0.05092612  0.04084038  0.05975609 -0.03806919 -0.00144329  0.05406099 -0.10227603  0.22694135 -0.01685090 -0.01265086  0.09941416
  10524750 740     0.05862369  0.19995670  0.23270285 -0.09607656 -0.13236234 -0.13205860  0.08752654  0.11802353  0.05812511  0.16634808  0.07026153  0.05797016 -0.12551895 -0.03428797 -0.11733410 -0.17796789 -0.07858553 -0.00476908  0.16347844 -0.07653304 -0.00296617 -0.00873698  0.23107527  0.11928288 -0.01521644 -0.12521832 -0.08271780  0.21193978 -0.11780603 -0.02963144  0.11225021  0.11590558 -0.07412137 -0.12336751 -0.20119558  0.25575372 -0.01919799  0.16116890 -0.06689653  0.06001483 -0.04962357 -0.07014626  0.04051431  0.07144950  0.09757495  0.20043579 -0.00540738 -0.09462743  0.09154850  0.10443038 -0.00734690 -0.04331594 -0.19428536  0.09065049  0.14326931  0.10184991 -0.27164848  0.18249301  0.17544492  0.11732676 -0.06450105 -0.04490692  0.16449589 -0.05645007
  10528777 4027   -0.14520785  0.23736424 -0.03247928  0.17702287 -0.09997772  0.12175071 -0.31280419  0.11329218 -0.00399693 -0.03862246 -0.15314073 -0.13662167  0.06993207 -0.01056350  0.04984395  0.02738677 -0.19514548 -0.10026021  0.02598714 -0.04512662  0.20390108 -0.00925418  0.11671201 -0.10102157  0.15623870  0.14907074  0.18561295  0.02407183 -0.03353912  0.07381239  0.00334389 -0.20398189  0.05387524 -0.05778394 -0.15178725  0.25759874  0.16217702 -0.03960454 -0.19392840 -0.02219857  0.11527894  0.02769408  0.00469623  0.05414121  0.03489576 -0.18653095  0.14237248  0.10294053 -0.01536463  0.02387798 -0.03820052  0.09331296 -0.01602048  0.27768022  0.01816240  0.18250536  0.09873060 -0.13898593 -0.07933205  0.04773507  0.07471191  0.11069404  0.16587134 -0.07856080
  10531184 2407   -0.17082257  0.20287812  0.06456708 -0.04323903 -0.04388650  0.02471345 -0.09236456 -0.02117656 -0.06080684  0.05666180  0.19159861  0.06704912 -0.03345742  0.07994032  0.06917257 -0.03718101 -0.10818082  0.22539793 -0.04024764  0.24495915 -0.03047405  0.07492190  0.17625651 -0.12320085  0.16542627  0.10701558 -0.05401954  0.19096004  0.26308698  0.13843877 -0.03255487  0.03166923 -0.14299924 -0.23963097  0.04020448 -0.12337429 -0.14210477  0.03526699 -0.01420334 -0.00424347 -0.07491915 -0.23141169  0.04345139  0.08638070 -0.09435478  0.04759858 -0.13252902  0.11424868  0.01837152 -0.07393917  0.22888162 -0.07071172 -0.00238594  0.11591600 -0.27550855 -0.17547501  0.12582838  0.12908031 -0.07615266 -0.08706254  0.17416605 -0.05690927 -0.04148754 -0.11656528
  10535429 4245    0.10070631 -0.00050156  0.01020748 -0.00464291  0.14367715 -0.21152648 -0.12144203 -0.12009369  0.04388309  0.09643138 -0.14034535  0.14103653 -0.02712718 -0.00393777  0.11929577 -0.09935707  0.05116950 -0.04393456 -0.04184481  0.05074730  0.10342235  0.01750653  0.07556963  0.01273997 -0.14480923 -0.00768101 -0.10225104  0.06101455  0.28224456 -0.06904732 -0.07236355 -0.03849049 -0.05821276 -0.08784238 -0.15889291 -0.04855865  0.08122627  0.21880066 -0.06227942 -0.17598798  0.04725608 -0.25554138  0.04555858 -0.17859234  0.29827219 -0.14222451 -0.03771566  0.00349305  0.06208883  0.10723949 -0.02901130  0.09830648  0.36042113 -0.17481963  0.23609765  0.00748860  0.19342855 -0.01586725  0.09439501  0.07200414  0.01245458  0.13316470 -0.00077643 -0.12434647
  10537278 1849   -0.12198806  0.19835976  0.04714607 -0.05902768  0.20411840  0.21687831  0.11727694  0.19996804  0.08578739  0.04825002 -0.12887126 -0.02660709 -0.00792791 -0.01037608 -0.06998739 -0.12332669 -0.00618997 -0.00327204  0.09678379  0.06616641 -0.22585833 -0.00271152 -0.02028006 -0.06042853 -0.06477263  0.19004981 -0.19875144  0.13806010  0.02809573  0.06881017  0.09474066 -0.06391107 -0.04925125  0.14095050  0.06406462  0.07338251 -0.03994858 -0.08319009 -0.15230531 -0.16834415  0.22173964  0.10396580 -0.17622688 -0.08068446  0.16054106  0.02031725  0.13990862 -0.12275114 -0.02444588  0.07831514 -0.03977876 -0.01493874 -0.14864281 -0.24289768 -0.04454285 -0.09740562  0.19253484  0.00439383 -0.15889075 -0.04875741 -0.22778778 -0.17958374 -0.06100061 -0.24520137
  10537958 680    -0.14119755  0.11839743  0.04811487 -0.10575071  0.14468806 -0.09138913  0.18915864 -0.11946764  0.23694256 -0.07273262  0.18826529 -0.33994446 -0.25692394  0.15739350 -0.05914160  0.02991072 -0.02903504 -0.06244210 -0.18086580  0.04467942  0.06551796 -0.09523882 -0.00453622  0.09730966 -0.02854689 -0.15630213  0.00742787  0.13462572  0.14384935  0.11917556 -0.15454074  0.08530676  0.00405883  0.06978648  0.05235757  0.11138016 -0.07360910 -0.01724386  0.16351080 -0.19389951 -0.05072780  0.02317864  0.08250982 -0.05647382  0.04860069 -0.28429230  0.17087987 -0.03075736 -0.09295218 -0.00354074  0.07697193  0.06913731 -0.06941233  0.04581079  0.06690001 -0.01995210 -0.11350331 -0.26053584 -0.03975565  0.07059629  0.14502214 -0.15326000  0.10299094  0.06074197
  10544261 6303    0.03686421 -0.22086706  0.05696604  0.07818608  0.00816683 -0.13849479  0.00913846 -0.00320464 -0.19838674 -0.04407671  0.17750091  0.09597831 -0.09419124  0.00691705  0.09286322  0.10124073 -0.22664189 -0.08030826  0.03521359  0.04960714  0.13692570  0.20271364 -0.12426388 -0.10473805 -0.11453155 -0.13885253 -0.12203156 -0.10141900  0.17516654  0.09745953  0.16145586 -0.21507192 -0.17079018  0.00421923 -0.02100968  0.04945753  0.14210455 -0.13199351 -0.18268802 -0.26589746 -0.12619483  0.00332032  0.14055843  0.06261120 -0.03829773  0.12527288  0.17218631 -0.14024179  0.00671508  0.14990549 -0.04594067 -0.13754806 -0.13562895  0.19601652  0.09430866 -0.06503027 -0.04581272 -0.12703019  0.01180575 -0.12425941 -0.08460496 -0.11613872 -0.20287880 -0.06732511
  10544413 152    -0.14231965  0.03129017  0.21912565  0.19872678 -0.07764721 -0.09109499  0.02867135 -0.07458664  0.07419973  0.07702405 -0.00029783 -0.00306049 -0.08466025  0.03969326 -0.07090069  0.09837292 -0.07219941  0.26793117  0.09344234 -0.10003498 -0.03918209 -0.04848823  0.00533533  0.15105119 -0.04743405 -0.22596326  0.17263296 -0.03071330  0.12578554  0.23003597  0.16312955 -0.02957670  0.15112182  0.14162408  0.05336144 -0.08910599  0.21117990 -0.04257990 -0.12033910  0.02861035 -0.01664763  0.13359641 -0.02458699  0.08369756 -0.04096072 -0.01545492 -0.31812473  0.04366452 -0.13046800  0.14824279 -0.19152250 -0.06508872  0.02681203 -0.25280662 -0.13793375  0.07218711  0.08026486 -0.07381152  0.09145932  0.11411248  0.15851806  0.02830376  0.00865082 -0.24224820
  10545932 1519    0.07619883 -0.02236679 -0.15170562 -0.04721220  0.09308464 -0.05733473 -0.09932241  0.13792346  0.00519351 -0.13289736  0.05433718 -0.20642486 -0.33608501 -0.17057626 -0.27901391  0.12238706 -0.19696985  0.10790640  0.08165846 -0.18577041 -0.04403855 -0.14151303 -0.00368276  0.13492875 -0.03464494  0.05326347 -0.12284046 -0.21923117 -0.10269644 -0.25038031  0.19846155 -0.13050937  0.06318281 -0.15016266 -0.10621783  0.01868236 -0.13040104  0.07254948 -0.00431044 -0.08631503 -0.01264402 -0.11191188  0.09398156 -0.01846685 -0.05125711 -0.06976237 -0.13162860  0.10727252 -0.00351261  0.15695046  0.08873157  0.08731473  0.11941585  0.01826441 -0.10941085 -0.07046764  0.05643973  0.11030998 -0.22880760  0.08912148  0.02220623 -0.07290468 -0.13997871 -0.04485388
  10551690 5758    0.01902128  0.12146203 -0.14745142  0.09569664 -0.04358155  0.01549882  0.07784726 -0.09122405  0.11825796 -0.05638518  0.21478205 -0.10397849  0.15035242 -0.11093814  0.17669898  0.02400115 -0.04045062 -0.04075505  0.07221103  0.18538698 -0.04334884 -0.18434646  0.03023261  0.12358642  0.30706794 -0.25911749 -0.03494319 -0.05554870 -0.04948773 -0.05083226 -0.13024924 -0.23745369 -0.07973300  0.10925277  0.10550789  0.03155664 -0.05183650  0.12852510 -0.18000382 -0.18813808  0.15285661  0.07881534  0.06698690 -0.05359688 -0.05299453  0.01381249 -0.07357434  0.18538360  0.01895872 -0.00863681  0.08172403  0.02735767 -0.16527077 -0.14713627  0.23719872  0.03428887 -0.02574473  0.26570136  0.06163776 -0.05937613  0.00055228  0.16835439 -0.19760222 -0.01463031
  10554576 2886    0.19469353  0.00575066  0.19330314 -0.02275546 -0.16962584 -0.26264600 -0.00234010  0.06660475 -0.07512656 -0.10350949  0.01924137 -0.14912493 -0.03120865 -0.00091847 -0.06922492 -0.19065197  0.02324714  0.09166011 -0.12456387  0.21016096 -0.08832506 -0.07645649 -0.01482569 -0.06737695  0.21511275  0.10862779 -0.01862821 -0.10941423  0.03536955  0.18885646  0.24273706 -0.07655488 -0.03459630  0.02212727 -0.03541392 -0.27871032  0.01424682 -0.16625459 -0.02642017  0.09247960 -0.09951522  0.14120208 -0.17469642  0.01853392  0.24366040 -0.05852668  0.08317780  0.19427403 -0.07585280 -0.02153065  0.02609041  0.05847664  0.02183195  0.05961226  0.22388656 -0.14294678 -0.03955526  0.02642209 -0.12291169  0.21826564 -0.15487071  0.07545294  0.07311189  0.10468896
  10564747 10171   0.05177245  0.05499478 -0.19469141  0.05205395 -0.27544883  0.24722351  0.02616982 -0.09158637  0.13404155 -0.13396349 -0.04864144  0.06895869 -0.00636440  0.10315357 -0.12362013 -0.11058580 -0.05170351  0.18339726 -0.06806450  0.02682731  0.12203888 -0.15755286 -0.10611193 -0.11235930 -0.08465351  0.07012121 -0.19823621 -0.10642765  0.12989484  0.15657379  0.06308175 -0.00567650  0.01924063 -0.02957862 -0.04420570  0.05327235  0.02753434  0.05214159 -0.01937808  0.07052642 -0.04401373 -0.33800818  0.19292959 -0.11930045  0.01284989  0.06495946  0.03555867 -0.13656682 -0.36952370  0.00312006 -0.06468358 -0.03322700 -0.21855659 -0.17525936  0.00140281  0.11732494 -0.05019511 -0.01900094 -0.02892073  0.06100909 -0.08915033  0.15806422 -0.00489129  0.17811841
  10565484 737    -0.06560607  0.13335227 -0.09344272  0.00313079  0.21611453  0.12858932  0.06278843 -0.02782439 -0.11167661 -0.22178821  0.09853180 -0.27325697  0.09506699  0.13966926 -0.04724035 -0.01379848 -0.03637568 -0.10430960  0.13459209  0.02908519  0.14122509  0.15607071 -0.03959038 -0.02177588  0.07834558 -0.04456454 -0.13264157 -0.04782850 -0.01065439 -0.04131161  0.02163926 -0.08466845  0.16100698 -0.20204619 -0.04415532  0.11705937  0.11088273 -0.07868252 -0.01526524  0.13875080 -0.04987449 -0.09104991 -0.01923686  0.05549584  0.10027074  0.24035901 -0.20505794  0.11040764  0.03716984 -0.24584234 -0.10316719 -0.08992028  0.12847109 -0.17687001  0.10344465 -0.29920928 -0.06239975 -0.18496185  0.24078075  0.07961505 -0.08423263 -0.05051599  0.09201901 -0.05896785
  10569999 4515   -0.16284289  0.26086802 -0.27602376  0.08432953  0.00158578 -0.09276805 -0.03982581  0.04698142 -0.13852618 -0.11670024 -0.09008661  0.13889602 -0.03206204  0.13444459 -0.20901711 -0.27325644  0.13503873  0.07884817 -0.09975248  0.06214361 -0.07753322 -0.12674057 -0.00511727 -0.03876095 -0.03772676 -0.16038739 -0.01843274 -0.10593999 -0.12695370  0.12446969 -0.12970611 -0.04022577 -0.00338541  0.13173797 -0.20787107 -0.10410475  0.09901977  0.08618389  0.19693608 -0.05294344 -0.09133302  0.09871115  0.13446096  0.08476472  0.06338200  0.04372850 -0.04668368 -0.09095871  0.32903285  0.03740815 -0.12820104  0.03041262 -0.03055946  0.10760348 -0.01283046 -0.10010471 -0.11259101 -0.10069784 -0.13041788 -0.14487368  0.04253378  0.10490290 -0.15349936 -0.15666492
  10570122 123     0.05843971 -0.10327930 -0.15355878 -0.05295851  0.03762877  0.02983167  0.13098000  0.36917882 -0.05207760  0.07524221 -0.10380305 -0.09313126 -0.05381007 -0.11854333 -0.00846465  0.08910738  0.08073457 -0.01075754  0.06201365  0.23546527  0.05349772 -0.20059964  0.22863853  0.07944249 -0.17987706  0.12003234  0.04688581 -0.12614020  0.13148413 -0.05524139 -0.03081841  0.04351633 -0.11861121  0.07220462  0.17109853 -0.14806657  0.12027973  0.01269485 -0.11249057 -0.14508899  0.03848488 -0.00622664  0.16538473  0.27507906  0.16265099  0.07888175 -0.20461260 -0.04792443  0.04088279 -0.11086780  0.11936228  0.05912534 -0.17589948  0.06585092 -0.04839329  0.04371727  0.04872884 -0.19924266  0.17552584  0.03960606  0.06081364  0.08188138  0.16683244  0.10588164
  10570849 727     0.00582446  0.02588863 -0.14648609 -0.06948142 -0.10628485 -0.11915047 -0.02004145  0.09020896 -0.11674151 -0.10887883  0.06851536  0.04879049  0.05182408 -0.06695988  0.17092254  0.03830790 -0.08604786  0.15196301 -0.04021755 -0.01049191 -0.26166329  0.05404473 -0.21613701  0.04071332  0.01263353 -0.01534835  0.26851004  0.11203371 -0.07006257  0.03530614 -0.05121646  0.23314939  0.08023988  0.06910501 -0.15895735  0.16788338 -0.24788175 -0.22816243 -0.06907612 -0.09330692 -0.06736557 -0.03468788  0.35363813 -0.10881474  0.07152178  0.11906738 -0.01852066  0.07069867 -0.01160285  0.08406950 -0.00497861  0.21420315 -0.04293005 -0.03467108  0.02773463 -0.10251213  0.26095317 -0.08103093  0.15779005  0.07001453 -0.13753398 -0.00535550  0.13042458 -0.04034199
  10572271 1422   -0.02179650 -0.05496836 -0.06028383 -0.08532935  0.00001310 -0.13964770 -0.02435768  0.35485089 -0.06458717  0.00521115 -0.05907536 -0.16650203 -0.00376700 -0.10623017  0.04595002  0.03264218 -0.00506631 -0.03307484  0.03402630 -0.00155117  0.08085930  0.21299025 -0.23233581 -0.14588999 -0.04473388  0.07925016  0.06416579  0.02489593  0.09672586  0.23328467 -0.22015926 -0.18479772  0.29042114  0.05633284 -0.03237573 -0.11899725 -0.00039242  0.23056144  0.01140048  0.08904406 -0.18745987 -0.05468142  0.02347884 -0.13824944  0.01211162 -0.12984617 -0.10456871 -0.04405065  0.03075570 -0.04319355  0.03968044 -0.01163583 -0.18373072 -0.12672043  0.08291802  0.12288681 -0.12921084  0.29630076 -0.00294036 -0.06427237  0.07380568 -0.21262498  0.07930777 -0.08551948
  10580171 7900   -0.06964093 -0.08965848  0.13407899  0.39379274 -0.06921192 -0.14430461  0.00949874  0.04245625  0.15563574 -0.18939049  0.05785625 -0.07697797  0.10687837 -0.05678878 -0.00521495 -0.11967229  0.05972186  0.15683232 -0.16620664 -0.21997162 -0.20986558  0.09031394 -0.11430827  0.03248132 -0.06724130  0.11502144  0.07711797 -0.09992095  0.22282037 -0.22172083 -0.10162944 -0.17515206 -0.19451239  0.13303708 -0.05790918  0.14762751 -0.00929335  0.10611367  0.17830784 -0.06598831  0.17260931 -0.13976546 -0.06314706  0.18052358  0.04616453  0.05249554 -0.02456555 -0.01150170 -0.02408725 -0.17248658  0.09619502 -0.08751542 -0.02756956  0.06514979 -0.04679411 -0.06103934 -0.08107451  0.05221764  0.04713997 -0.02631741 -0.12310231 -0.04883162  0.17389194 -0.07961986
  10581766 1595   -0.07527085 -0.05599311 -0.01579649  0.21542296  0.10995998  0.03419546 -0.09264600 -0.07952737  0.09839347  0.01990878 -0.14953645  0.04566582 -0.08439284 -0.07459301  0.08513945 -0.34560650  0.03923244  0.09242533  0.10525520  0.22056368  0.11401622  0.10197247 -0.06677531 -0.11142574 -0.11763239 -0.04505467 -0.11219812  0.11289557 -0.07992422 -0.02248155  0.18169648 -0.03416443  0.15394322  0.02148081  0.21083792  0.19608035 -0.02112812 -0.11885132  0.19310523 -0.00533287 -0.05936014  0.09715801  0.21135725  0.19286721 -0.04442214 -0.25295953 -0.12272743  0.12302223  0.10166777  0.05759532  0.16243687 -0.00631722  0.00561783  0.02887743 -0.00218673  0.07540069  0.05779500  0.12535837  0.14976608  0.17551551 -0.15015891 -0.12288930 -0.12485143  0.16736310
  10581890 124     0.09436898 -0.06425383  0.10873850 -0.08983722  0.21610993  0.21095161 -0.09523380 -0.02304254  0.08471509  0.07519631 -0.10195305  0.06447392  0.13977519 -0.18321856 -0.01492977  0.12290337 -0.09001674  0.13365415 -0.32072236  0.03545423  0.10139723 -0.12703925 -0.05405626  0.11062598 -0.11748782  0.02023072  0.04538462  0.06481815 -0.05481962  0.10884055  0.06060456  0.04690265 -0.02074207  0.10368420 -0.30606496 -0.01181381 -0.08964292  0.11879976 -0.11898345  0.03475612  0.01493114  0.06604263  0.12918425 -0.04383135 -0.04616198 -0.13449921 -0.07456234  0.19130387  0.10248514 -0.13106029  0.04892562 -0.45193568 -0.11775053  0.05245502  0.07877954 -0.18804225 -0.10121755 -0.08892798 -0.00257069  0.08949472 -0.07599881  0.00460289 -0.05149261 -0.04881358
  10582388 498     0.00680239 -0.17537876 -0.21822543 -0.02012592  0.09863771 -0.09679226 -0.16081230  0.00106326  0.20964657  0.06770855  0.00788366 -0.03870464 -0.04381843  0.11340297 -0.19083278 -0.14182706  0.30777859 -0.18382916 -0.10820640 -0.09572987  0.07296162  0.02659709 -0.15669939  0.05547279  0.01706041 -0.00757727 -0.09654573 -0.05798853  0.06560220  0.19840422 -0.15431182  0.16146400 -0.08046603  0.00805534  0.06658223  0.11413724 -0.03332309 -0.19210669 -0.40024369  0.05261971 -0.00662695 -0.02422834 -0.01628859  0.15292772 -0.04325001  0.15823926  0.02767055  0.22636728 -0.02919463  0.15624997  0.12947986 -0.04029808  0.05821626  0.04947784 -0.10033036  0.02555193 -0.08542724  0.14783108 -0.01879454  0.06413328  0.01752697  0.05492222  0.06282728 -0.18941895
  10584440 2052   -0.01522203  0.05037525  0.05768560  0.06097092 -0.04818570  0.01986009  0.17455865 -0.01238124  0.25008619 -0.17976388 -0.26509420 -0.05938397 -0.00881164 -0.12035598  0.11780844  0.12865785  0.11905329  0.12312083  0.23908185 -0.02417897  0.14336446  0.09455319 -0.02423398  0.05006541  0.04110442  0.20101360  0.16293571  0.00290429 -0.00445508  0.13938097  0.04575111  0.05984632 -0.00926230 -0.03079232 -0.09220321  0.08434079 -0.11178330 -0.15272603  0.03225814 -0.23614710 -0.14920825 -0.06699476 -0.05276303  0.12156145  0.11166573  0.15947419  0.10824065 -0.03478391  0.19501996  0.12216534  0.00948470 -0.13621534  0.09914125 -0.13038021  0.06965184 -0.14626601 -0.12217529  0.09613782 -0.12198681 -0.09194292  0.28827916  0.13948283 -0.11227872  0.19491391
  10586439 1999   -0.09527174  0.06797858 -0.14733994 -0.00372916 -0.03938879 -0.03050347 -0.09327601  0.06750146 -0.00347699 -0.17401294  0.15526552  0.21964550  0.06599514  0.05994312 -0.01857517  0.04799642  0.03007412  0.12070270  0.20280080  0.01595880  0.04625073  0.05270786  0.14378774  0.14732504 -0.20148075  0.02696105  0.01862267 -0.13549708 -0.20843087  0.07220091 -0.24221770 -0.02290167 -0.10177492 -0.04360546 -0.01755613 -0.05115883 -0.24022252 -0.13530840 -0.00457541 -0.03887019 -0.04197009  0.02537661 -0.25658418  0.02025492  0.23504112 -0.20536483 -0.04788621 -0.04659995 -0.30291524 -0.04597286 -0.01791994 -0.22274303  0.04686043  0.15151362  0.13032830  0.08954246  0.03278208  0.02485290  0.16398061  0.14522329  0.02729418 -0.17382068 -0.14914580 -0.05885389
